names,prices
"Hisense 70” 4K ULTRA HD ANDROID TV, NETFLIX, BLUETOOTH 70A7200F","KSh 120,000"
"Skyworth 50” FRAMELESS 4K ULTRA HD ANDROID TV, ANDROID 10, 55SUC9300","KSh 60,000"
LG 75NANO75 75'' NanoCell TV 4K With HDR WebOS Smart ThinQ AI - 2021,"KSh 195,500"
"Jpe 32"" LED Smart  Android 9.0 TV Slim Panel, HD Ready","KSh 16,500"
"Amtec 43"" Inch TV SMART Android TV+FREE 32GB Flash+Extension+Aerial","KSh 27,799"
"Vision 32 Inch,Smart Android TV,Frameless,NETFLIX+YOUTUBE + FREE Aerial, Wall Mount","KSh 18,899"
"Hisense 32” ANDROID TV, NETFLIX, YOUTUBE, BLUETOOTH 32B66","KSh 28,000"
"Hisense 55” 4K QLED LATEST SMART TV,ALEXA VOICE CONTROL,QUANTUM DOT,AMAZON PRIME-55U7G","KSh 85,000"
"Hisense 50'' 4K ULTRA HD SMART TV. BLUETOOTH, NETFLIX, 4K HDR  50A6G","KSh 66,000"
"Hisense 50'' QLED 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE 50U7QF","KSh 80,000"
"Royal HD 32 Inch,LED Digital TV,USB PORT+32GB FLASH DISK,HDMI","KSh 15,699"
"Amtec 40"" Inch SMART Android TV,NETFLIX,YOUTUBE+TV GUARD+EXTENSION","KSh 22,999"
"Hisense 65'' 4K ULTRA HD ANDROID TV, FRAMELESS, 4K HDR, VOICE SEARCH, NETFLIX 65B72KEN","KSh 115,000"
"Sony 65'' 4K ULTRA HD SMART TV, NETFLIX, 4K X-REALITY, 65X7000","KSh 140,000"
"Vision Plus 32"" Inch Frameless Smart Android TV+FREE 32GB Flash+Aerial+Extension+Cap","KSh 18,999"
,
,
,
,
,
,
,
,
"Skyworth 55'' 4K ULTRA HD ANDROID TV, VOICE CONTROL, BLUETOOTH, 55G3A","KSh 65,000"
"Vitron SMART Android TV 43"" Inch,WI-FI,NETFLIX,YOUTUBE+FREE TV GUARD","KSh 27,999"
Hisense 43 A61G 4K UHD HDR Smart TV - 2021,"KSh 60,000"
"TCL 75'' QLED ULTRA HD ANDROID TV, VOICE SEARCH, WEB CAMERA, NETFLIX 75C725","KSh 230,000"
Samsung 85Q60A 85 Inch QLED UHD 4K Smart TV (2021) - Black,"KSh 349,995"
"Hisense 50'' QLED 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE 50U7QF","KSh 80,000"
"Syinix 58″ FRAMELESS 4K UHD ANDROID TV,VOICE CONTROL,NETFLIX,YOUTUBE-58A1S","KSh 68,000"
"Gld 40""  INCHES SMART TV WITH HDMI/USB PORTS & FREE TO AIR CHANNELS","KSh 22,500"
"Sonar SR43T81FS,43 Inch SmartAndroid TV","KSh 30,999"
Hisense 32A6A 32'' Smart Digital Frameless LED TV - Black,"KSh 21,500"
"Hisense 43'' 4K UHD SMART TV,WI-FI,NETFLIX,YOUTUBE,4K HDR-43B7101UW","KSh 48,000"
"Generic 32” HD ANDROID TV, NETFLIX, YOUTUBE, WIFI NB32HD-Black","KSh 24,000"
"Vision Plus 43'' FULL HD ANDROID TV, BLUETOOTH, NETFLIX, E-SHARE VP-8843SA-Black","KSh 37,000"
"Syinix 55'' 4K ULTRA HD ANDROID TV, FRAMELESS, BLUETOOTH 55A1S","KSh 65,000"
"Vitron HD 40"" Inch Android TV,WI-FI,USB,HDMI PORTS,NETFLIX,YOUTUBE-BLACK","KSh 20,999"
"Vitron 43"" Inch FHD Smart Android TV,YOUTUBE,NETFLIX+TV GUARD+EXTENSION","KSh 27,999"
"Sony 75'' OLED ULTRA HD GOOGLE TV, BLUETOOTH, VOICE ZOOM, NETFLIX 75A80J","KSh 350,000"
"Vision Plus 55'' 4K ULTRA HD SMART TV, BLUETOOTH, YOU-TUBE, NETFLIX VP8855SV","KSh 63,000"
"LG 50'' 4K ULTRA HD SMART TV, SPORT ALERT, 4K ACTIVE HDR, NETFLIX 50UP7750","KSh 82,000"
"Hisense 55'' 4K ULTRA HD SMART TV, BLUETOOTH, YOU-TUBE 55A7100F","KSh 67,000"
"Skyworth 55” FRAMELESS 4K ULTRA HD ANDROID TV, BLUETOOOTH, 55SUC9300","KSh 69,000"
"Vitron 32"" Inch Smart TV,Android,NetFlix,Youtube+FREE WALL BRACKET","KSh 15,999"
"Vitron 32 Inch Smart Android Tv,Netflix,Youtube,Facebook","KSh 15,281"
"Vitron 32"" Inch Smart TV,Android,NetFlix,Youtube,HDMI+FREE TV GUARD","KSh 15,999"
"Hisense 32” FHD SMART ANDROID TV,WI-FI,NETFLIX,NETFLIX,YOUTUBE-32B6600PA","KSh 27,000"
"Vitron 43"" Inch SMART Android TV FULL HD-Netfix,Youtube+Free Gifts","KSh 26,900"
"TCL 40'' FULL HD ANDROID TV, NETFLIX, YOUTUBE 40S65A","KSh 35,000"
"Vitron 40"" Inch Smart TV,Android,Youtube,USB& HDMI PORTS+TILT WALL MOUNT BRACKET","KSh 21,990"
"Syinix 55'' 4K ULTRA HD ANDROID TV, FRAMELESS, BLUETOOTH, YOU-TUBE 55A1S-BLACK","KSh 66,000"
"LG -65"" INCH Series 4K Active HDR NanoCell Smart TV","KSh 129,999"
Sony 75X80J 75'' Smart UHD 4K Android HDR (Google TV) Model -2022,"KSh 191,000"
"Sony 49"" 49X7500H HDR Smart Android LED Ultra HD 4K TV","KSh 73,990"
"Royal 43"" Inches SMART Android -NETFLIX/YOUTUBE/WIFI-USB & HDMI PORTS","KSh 27,600"
"Hisense 55'' 4K ULTRA HD SMART TV, FRAMELESS, NETFLIX, 4K HDR 55A7120FS","KSh 65,000"
Generic CB Metal Referee Sport Whistle School Soccer Football Rugby Party Training,KSh 123
TCL 43Inch SMART ANDROID TV Full HD LED FRAMELESS,"KSh 35,999"
"Vitron 43” FULL HD SMART ANDROID TV, NETFLIX, YOUTUBE HTC4368FS","KSh 30,000"
"LG - 65""  Inch SUPER UHD 4K Smart LED TV NEW 2021 MODEL","KSh 139,999"
Skyworth 32E20 32'' Smart Android Frameless LED TV,"KSh 27,600"
"Samsung 55'' 4K CRYSTAL ULTRA HD CURVED TV, GOOGLE ASSISTANT- UA55TU8300","KSh 95,000"
,
,
,
,
,
,
,
,
"LG 50NANO75VPA - Real 4K NanoCell , Cinema Screen","KSh 116,995"
"Amtec 32L12,32"" Inch Smart TV 1GB DDR,8GB RAM,4-CORE LED TV","KSh 15,299"
"X96 TV Box / Android Box - 4K, 1GB Ram, 8GB Memory, Android 9.0","KSh 3,800"
"Samsung 65'' CRYSTAL 4K ULTRA HD SMART TV, NETFLIX SERIES 8 65TU81","KSh 130,000"
"Syinix 58″ FRAMELESS 4K ULTRA HD ANDROID TV, BLUETOOTH, YOUTUBE 58A1S","KSh 69,000"
LG 55UP7550PVG 55 Inch UHD 4K TV HDR WebOS Smart AI ThinQ - 2021,"KSh 79,990"
"Hisense 50'' FRAMELESS 4K ULTRA HD SMART, NETFLIX, YOUTUBE 50B7100","KSh 60,000"
"LG 65UP7550PVG-LG 4K UHD  Quad Core Processor,HDR, Magic Remote","KSh 112,145"
"Hisense 32'' FRAMELESS SMART TV,WI-FI,NETFLIX,YOUTUBE-32A60KEN","KSh 26,000"
"Vitron 43"" Inch SMART ANDROID TV,NETFLIX,YOUTUBE+EXTENSION+GUARD","KSh 26,999"
Samsung 65Q60A 65 Inch QLED UHD 4K Smart TV (2021) - Black,"KSh 169,995"
"Vision Plus 43"", SMART, Android LED TV - Black","KSh 34,499"
"Syinix 65'' 4K ULTRA HD ANDROID TV, FRAMELESS, YOU-TUBE, BLUETOOTH 65A1S-Black","KSh 106,000"
"Sony 50'' FULL HD SMART TV, HDR, NETFLIX, WIFI 50W660F","KSh 69,000"
"EEFA 50” 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE","KSh 41,500"
"Vision 65” 4K ULTRA HD ANDROID TV,WI-FI, NETFLIX, YOUTUBE VP-8865KA","KSh 83,000"
"TCL 75'' QLED MINI LED 4K ANDROID TV, ONKYO AUDIO, MAGIC CAMERA, NETFLIX 75C825","KSh 300,000"
"TCL 65'' QLED ULTRA HD ANDROID TV, VOICE SEARCH, WEBCAM, 4K HDR, 65C725","KSh 148,000"
"Vitron 32"" Inch Smart Android Tv,Netflix,Youtube,Facebook + Wall Mount, Aerial Cable","KSh 16,880"
TCL 55 Inch Smart  TV Android Full HD,"KSh 73,995"
TCL 40S65A 40'' Smart Androidtv Frameless HD LED TV,"KSh 32,999"
"Samsung 50AU8000 50""Crystal UHD 4K TV (2021) - Black","KSh 78,490"
"Vitron HTC3268S,32"" Smart Tv, Netflix, Youtube, Facebook+4 FREE GIFTS","KSh 16,850"
"Vitron 32"" Inch Smart Android Tv,Netflix,Youtube,Facebook+ 2 Free Gifts","KSh 17,499"
TCL 43'' Smart UHD 4K Android With Dolby Experience 2021,"KSh 40,150"
"Glaze 43"" Inch SMART ANDROID TV,USB,HDMI PORTS,NETFLIX+1 YEAR WARRANTY","KSh 26,990"
"Samsung 40'' FULL HD SMART TV, NETFLIX, YOUTUBE UA40T5300","KSh 44,000"
"Vitron 32"" Inch HD LED Digital TV,USB+HDMI,DECODER+FREE TV GUARD","KSh 14,799"
"Sony 32"" SMART TV, NETFLIX, YOUTUBE 600D","KSh 36,000"
"Hisense 40'' FRAMELESS SMART TV,WI-FI,NETFLIX,YOUTUBE-40A60KEN","KSh 37,800"
"Hisense 65'' TRUE 4K ULTRA HD SMART TV, 4K HDR, NETFLIX, BLUETOOTH 65A62G","KSh 107,000"
"TCL 65” 4K UHD ANDROID 2021 LATEST TV,VOICE CONTROL,WI-FI,PLAYSTORE,HDR-65P725K","KSh 140,000"
"Vitron 32"" Inch Smart Android Tv,Netflix,Youtube,Facebook,Black+FREE TV GUARD","KSh 15,999"
"Vision Plus 32” FRAMELESS ANDROID TV, NETFLIX, YOUTUBE VP-8832","KSh 22,000"
Generic CB Cycling Gloves Motorcycle Half Finger Gloves Fox Head Breathable Racing Gloves,KSh 485
"TCL 32'' ANDROID TV, NETFLIX, WIFI, HDR, BLUETOOTH-32S68A","KSh 27,000"
"Visio 55'' FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX VP-8855","KSh 60,000"
"Samsung 85"" 4K QLED SMART TV,ALEXA VOICE CONTROL,QUANTUM DOT,Q-SMPHONY,WI-FI-85QN85AAU","KSh 850,000"
"Syinix 75'' 4K ULTRA HD ANDROID TV, FRAMELESS, VOICE CONTROL 75A1S","KSh 178,000"
"Hisense 50'' 4K ULTRA HD SMART TV, 4K HDR, NETFLIX, VOICE CONTROL BLUETOOTH 50A61G","KSh 60,000"
,
,
,
,
,
,
,
,
"Sony 43''FULL HD 1080P SMART TV, BUILT-IN  WIFI, NETFLIX W660F-Black","KSh 59,000"
"Syinix 55'' 4K ULTRA  HD ANDROID TV, BLUETOOTH, VOICE SEARCH, NETFLIX 55F1S-BLACK","KSh 77,000"
"Hisense 32'' FRAMELESS SMART TV, NETFLIX, YOUTUBE 32A62KEN","KSh 26,000"
"TCL 43” 4K UHD ANDROID 2021 TV,VOICE CONTROL,WI-FI,PLAYSTORE,HDR-43P725K","KSh 46,000"
"LG 43'' 4K ULTRA HD SMART TV, TRUE COLOR, 4K HDR, NETFLIX 43UN7340","KSh 64,000"
"Sony 85'' 4K UHD ANDROID TV,VOICE SEARCH,YOUTUBE-85X9000-BLACK","KSh 400,000"
"Star X HD 22” Inches,LED Digital TV -USB And HDMI CONNECTIVITY","KSh 7,999"
"Sony 400W HOME CINEMA SOUNDBAR SYSTEM, BLUETOOTH HT-S20R","KSh 29,000"
"Gld 40"" Inches,SMART TV, USB PORT, HDMI PORT With YOUTUBE,NETFLIX+FREE TV GUARD","KSh 21,499"
"Hisense 55'' 4K ULTRA HD SMART TV, FRAMELESS, NETFLIX 55A71000F-Black","KSh 66,000"
SYINOTEC 43Inch SMART ANDROID TV Full HD LED+ Free TV Guard+ Mount,"KSh 25,999"
"Hisense 50” 4K 2021 LATEST SMART TV,FRAMELESS,VOICE CONTROL,WI-FI,NETFLIX-50A6G","KSh 62,000"
"TCL 40'' FHD ANDROID TV,WI-FI,NETFLIX,YOUTUBE,CHROMECAST-40S6800","KSh 38,500"
"LG 55'' 4K SMART SELF-LIT OLED TV, BLUETOOTH, SPORT ALERT 55C1PVB","KSh 200,000"
"LG 55'' 4K ULTRA HD SMART TV, MAGIC REMOTE, 4K ACTIVE HDR 55UM73","KSh 88,000"
LG 43'' 43UP7550 UHD 4K TV HDR WebOS Smart AI ThinQ,"KSh 57,999"
LG 50NANO75 50'' NanoCell TV 4K With HDR WebOS Smart ThinQ AI - 2021,"KSh 96,900"
Hisense 75A7G 75″ Smart UHD 4K TV SERIES A7G 2021 - Black,"KSh 150,000"
"Hisense 55'' 4K ULTRA HD SMART TV, BLUETOOTH, NETFLIX, DTS: X 55A61G","KSh 67,000"
"Hisense 40"" FHD Smart Frameless TV – Black,2021 + FREE TV GUARD","KSh 32,999"
"TCL 50'' QLED ULTRA HD ANDROID TV, 4K HDR10+, VOICE CONTROL, NETFLIX 50C715","KSh 76,000"
"CTC 32 Inch Smart Android TV WIFI Netflix,Youtube WITH 2 GIFTS","KSh 15,999"
"Vision 43” FRAMELESS FULL HD ANDROID TV, NETFLIX, YOUTUBE VP-8843SA","KSh 30,999"
"Royal 39"" Inch SMART TV HD USB HDMI-Netfix,Youtube+ 2 Free Gifts","KSh 22,600"
TCL 32'' FRAMELESS FULL HD ANDROID +FREE WALL BRACKET,"KSh 21,499"
"Amtec 40"" Inch SMART Android TV,WI-FI,NETFLIX+TILT WALL BRACKET","KSh 21,999"
"Syinix 55'' 4K ULTRA  HD ANDROID TV, VOICE SEARCH, NETFLIX 55F1S","KSh 78,000"
"TCL 55'' 4K ULTRA HD ANDROID TV, BLUETOOOTH, YOU-TUBE 55P615","KSh 68,000"
"TCL 55'' QLED ULTRA HD 4K ANDROID TV, BLUETOOTH, 4K HDR, NETFLIX 55C725","KSh 72,990"
Samsung 50 Inch Crystal UHD 4K TV -UA50AU8000 -With Google Assistant,"KSh 77,995"
TCL 65C725 65'' QLED Android UHD 4K TV - 2021,"KSh 123,500"
"AILYONS 32"" Inch HD Digital TV,DVBT2,USB+HDMI+32GB FLASH DISK,BLACK","KSh 14,999"
"Samsung 65AU8000 65'' Crystal UHD 4K Smart TV, Netflix, Youtube (2021) - Black","KSh 114,899"
Jpe 32'' Frameless Smart Android 9.0 TV 1GB RAM 8GB ROM WIFI E32A71BS,"KSh 17,599"
"Vitron 3268S-32"" SMART LED TV.....","KSh 15,299"
"LG 65'' NANOCELL SMART TV, BLUETOOTH, 4K ACTIVE HDR, NETFLIX 65NANO80VNA","KSh 163,000"
"Vitron 32 Inch Smart TV,Android,Youtube,USB& HDMI PORTS+32GB FLASH DISK","KSh 15,999"
"TCL 32'' FULL HD ANDROID TV, BLUETOOTH, CHROMECAST, HDR 32S6800","KSh 27,000"
Hisense 50'' FRAMELESS 4K ULTRA HD SMART TV NETFLIX YOUTUBE 50A71,"KSh 60,000"
"Vitron 32"" Inch SMART ANDROID TV,NETFLIX,YOUTUBE,BLACK+FREE 32GB FLASH DISK","KSh 15,999"
,
,
,
,
,
,
,
,
TCL 75C725 75'' Smart QLED 4K Android TV - Black,"KSh 195,500"
"Syinix 65'' 4K ULTRA HD ANDROID TV, FRAMELESS, VOICE SEARCH 65A1S","KSh 104,000"
"Hisense 58'' 4K ULTRA HD SMART TV, FRAMELESS, BLUETOOTH, VOICE CONTROL 58A6G","KSh 73,000"
"Syinix 65″ 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE 65T730","KSh 115,000"
"EEFA 55” 4K ULTRA HD ANDROID TV,WI-FI,NETFLIX,YOUTUBE-D55N218US","KSh 65,000"
TCL 40S65A 40'' Smart Androidtv Frameless FULL HD LED TV,"KSh 32,999"
"Skyworth 43'' FRAMELESS FULL HD ANDROID TV, NETFLIX, YOUTUBE 43TB7500","KSh 37,000"
"LG 43” FULL HD SMART TV, NETFLIX, YOUTUBE 43LM63","KSh 49,500"
"Vision Plus 55'' FRAMELESS 4K UHD V SERIES SMART TV,(VIDAA OS LATEST 2022 MODEL)-VP-8855KV","KSh 59,000"
"Aiwa 43” FULL HD SMART ANDROID TV, MIRACAST, NETFLIX, YOUTUBE JH43DT700S","KSh 35,000"
CTC 32'' Inch CTC LED HD Smart Android TV + Aerial & Cable Clips,"KSh 16,000"
"Hisense 58"" 4K ULTRA HD SMART TV, VOICE SEARCH, BLUETOOTH, NETFLIX, 58C7100UW","KSh 71,000"
"TCL 43'' FULL HD ANDROIDTV, BLUETOOTH, VOICE SEARCH, HDR S65A-BLACK","KSh 43,000"
"Royal 43"" Inch SMART ANDROID TV,USB,HDMI,NETFLIX+BRACKET+TV GUARD","KSh 28,699"
"TCL 50'' 4K UHD ANDROID TV, VOICE SEARCH, BLUETOOTH, WI-FI 615-BLACK","KSh 58,000"
"LG 65NANO95VPA - 65"" SUPER UHD 8K Smart LED TV NEW MODEL","KSh 484,110"
"Royal SMART Android TV 43"" Inch,WI-FI,NETFLIX,YOUTUBE+FREE TV GUARD","KSh 27,999"
"TCL 32""Inch FRAMELESS SMART ANDROID TV Googleplay,Netflix","KSh 22,499"
TCL 65INCH SMART ANDROID  4K UHD HDR TV FRAMELESS,"KSh 110,000"
"Glaze 43"" Inch SMART ANDROID TV,NETFLIX,YOUTUBE+EXTENSION+GUARD","KSh 26,999"
"Gld 40"" Inch Smart TV,Android,NetFlix,Youtube,USB& HDMI PORTS","KSh 21,999"
"Nobel 32” FRAMELESS ANDROID TV, NETFLIX, YOUTUBE, E-SHARE NB32","KSh 22,000"
"LG 49” 4K ULTRA HD SMART TV, MAGIC REMOTE, NETFLIX 49UM73","KSh 73,000"
"Vision 32 Inch,Smart Android TV,Frameless,NETFLIX+YOUTUBE + FREE Flash Disk, Wall Mount","KSh 18,990"
"Sonar SR43T81FS,43 Inch Smart Android TV Inbuilt WIFI USB,HDMI + 2 GIFTS","KSh 25,200"
"CTC 40"" Inches Smart TV,Android,Youtube,USB& HDMI PORT+TV GUARD+FREE EXTENSION","KSh 21,990"
"Vitron HTC3268S,32 Inch Smart Android TV + Free Extension & Free TV Guard","KSh 16,600"
Sony 55X80J 55'' Smart UHD 4K Android HDR (Google TV),"KSh 94,999"
"Sony 75'' 4K UHD ANDROID TV,VOICE CONTROL,NETFLIX,YOUTUBE-75X9000","KSh 300,000"
"TCL 65'' QLED 4K ULTRA HD ANDROID, ONKYO SOUNDBAR NETFLIX 65C815","KSh 180,000"
"Vision Plus 32'' HD READY ANDROID TV, YOU-TUBE, BLUETOOTH VP-8832SA","KSh 23,000"
"Vitron 43"",HD Smart Android LED TV ,HDMI,USB+FREE TV GUARD+32GB FLASHDISK","KSh 27,200"
"LG 65'' OLED 4K SMART TV, DOLBY VISION, BLUETOOTH, 65BX","KSh 295,000"
TCL 40INCH SMART ANDROID TV FULL HD LED 1080P FRAMELESS,"KSh 34,999"
"Hisense 55'' 4K ULTRA HD SMART TV, FRAMELESS, 4K HDR, DTS:X, NETFLIX 55A61G","KSh 66,000"
"Wyinix 43""  Smart Android TV WIFI, Netflix, Youtube-INBUILD DECODER + FREE WALL BRACKET","KSh 27,999"
TCL 55'' Smart UHD 4K Android With Dolby Experience 2021 -55P725,"KSh 64,490"
"Hisense 40'' FULL HD SMART TV, NETFLIX, BLUETOOTH, YOUTUBE 40A62KEN","KSh 36,000"
"Skyworth 32"" 32E20 LED Smart Android Frameless HD TV","KSh 20,498"
"Vitron 24"" LED DIGITAL TV,AC/DC,USB +HDMI,FULL SCREEN+1 YEAR WARRANTY","KSh 11,499"
,
,
,
,
,
,
,
,
"Hisense 43'' 4K UHD SMART TV,WI-FI,NETFLIX,YOUTUBE,4K HDR-43B7100UW","KSh 48,000"
"Hisense 40” FULL HD SMART LED TV, VIDAA SMART, YOUTUBE, WEB BROWSER 40B6000PW-Black","KSh 38,000"
"Nobel 43” FULL HD ANDROID TV, NETFLIX, YOUTUBE, GOOGLE PLAY STORE, IN-BUILT WI-FI NB43FHD – Black","KSh 35,000"
"LG 43'' 4K ULTRA HD AL SMART TV, MAGIC REMOTE, HDR, NETFLIX 43UN73","KSh 65,000"
Galaxy 32 Inches Digital TV LED Display,"KSh 19,995"
"Hisense 32” ANDROID TV, NETFLIX, YOUTUBE, BLUETOOTH 32B6600","KSh 28,000"
"Skyworth 40"" Frameless Smart Android LED TV - Black","KSh 37,499"
"Skyworth 32'' FRAMELESS ANDROID TV, YOU-TUBE, NETFLIX 32STC6200","KSh 25,000"
"Royal 43"" INCHES SMART Android Full HD Frameless-USB & HDMI PORTS","KSh 28,999"
"Hisense 55” 4K UHD 2021 LATEST MODEL,VOICE CONTROL,WI-FI,FRAMELESS,4K HDR-55A6GE","KSh 68,000"
"Syinix 58″ FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX A20 SERIES","KSh 75,000"
"AILYONS 32 Inch,HD LED Digital TV,USB PORT,HDMI+FREE 32GB FLASH DISK","KSh 16,999"
"Samsung 65AU7000 65'' CRYSTAL UHD4K Smart TV, Netflix, Youtube (2021)","KSh 113,389"
"TCL 75” 8K QLED ANDROID TV,ALEXA VOICE CONTROL,WI-FI-75X915","KSh 480,000"
Sony 85X85J 85'' Smart UHD 4K HDR (Google TV) - 2021,"KSh 299,995"
"Vitron 4368FS-43'' SMART Android TV FULL HD-Netfix,Youtube Tv","KSh 26,599"
"Hisense 85” 4K ULTRA HD SMART TV, NETFLIX, AMAZON PRIME 85A7500WF","KSh 250,000"
"TCL 50” FRAMELESS 4K ULTRA HD ANDROID TV, VOICE CONTROL 50P725","KSh 59,000"
"Wyinix WY43D19D,43""Inch Smart Android TV GooglePlaystore+ FREE Bracket","KSh 25,499"
"Wyinix WY43D19D,43""Inch Smart Android TV GooglePlaystore","KSh 25,899"
"Vitron 32 Inch Smart LED TV,Android,NetFlix,Youtube,USB& HDMI PORTS","KSh 15,999"
"Syinix 65'' 4K ULTRA HD ANDROID TV, FRAMELESS, VOICE CONTROL 65A1S","KSh 109,000"
"LG 55"" UP7550 UltraHD 4K Active HDR Smart AIThinQ TV 2021-Black","KSh 77,595"
"Skyworth 65” FRAMELESS 4K ULTRA HD ANDROID TV, BLUETOOTH 65SUC9300","KSh 121,000"
"Sony 32"" SMART TV, NETFLIX, YOUTUBE W600D","KSh 36,000"
"LG 75” 4K ULTRA HD SMART TV, MAGIC REMOTE, NETFLIX 75UM74","KSh 175,000"
"Hisense 55'' QLED 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE 55U7QF","KSh 90,000"
"Vitron 32"" Inch Smart TV,Android,NetFlix,Youtube+WALL BRACKET+HDMI CABLE","KSh 16,599"
"Vision Plus 65” 4K ULTRA HD SMART TV, FRAMELESS, NETFLIX VP-8865KV","KSh 89,000"
"Hisense 32'' FRAMELESS SMART TV, NETFLIX, YOU-TUBE 32A60KEN","KSh 27,000"
"Vision 65'' FRAMELESS 4K UHD ANDROID TV,LATES MODEL,NETFLIX-VP8865KV","KSh 90,000"
"Syinix 50″ 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE 50T730U","KSh 49,500"
Skyworth 32 Inch 32E20 LED Smart Android Frameless HD TV + WALL BRACKET,"KSh 21,299"
"TCL 75'' 4K ULTRA HD ANDROID TV, BLUETOOOTH, VOICE CONTROL, NETFLIX 75P618","KSh 176,000"
"Star X 22"" Inch LED TV,HD Digital TV,USB,HDMI Port+32GB FLASH DISK","KSh 7,999"
"TCL 55'' QLED 4K ULTRA HD ANDROID, VOICE CONTROL, NETFLIX 55Q715","KSh 85,000"
"Vitron 3268S-32"" SMART LED TV + Wall Bracket","KSh 15,499"
"CTC 40"" Inch Smart TV,Android,Youtube,USB& HDMI PORTS+WALL BRACKET+TV GUARD","KSh 22,590"
Hisense 43Inch 43S4 Full HD Digital LED Smart TV,"KSh 38,999"
"Gld HD 40"" Inch Smart TV,Android,NetFlix,Youtube,USB& HDMI PORTS+FREE EXTENSION","KSh 21,990"
,
,
,
,
,
,
,
,
"TRINITY TR-3258S 32"" Inch Smart Android TV Netflix +FREE TV Guard+Extension+32GB Flash","KSh 15,299"
"Skyworth 55” 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE, GOOGLE ASSISTANT 55UB7500 – Black","KSh 95,000"
"Infinix 43'' FULL HD ANDROID TV, FRAMELESS, NETFLIX, YOU-TUBE 43X1","KSh 38,000"
"Toshiba 32L5995EE - 32"" Android LED, Digital, Smart TV - HD Ready","KSh 30,995"
"Hisense 55” 4K UHD SMART TV,VOICE CONTROL,WI-FI,NETFLIX,FRAMELESS-55A7300F","KSh 68,000"
"Sonar SR43T88FS,43 Inch Smart Android TV InbuiltWIFI USB,HDMI+FREE TVGUARD+WALLBracket","KSh 24,599"
"Hisense 55'' 4K UHD SMART TV, FRAMELESS, BLUETOOTH, NETFLIX 55A7120F","KSh 66,000"
"Vitron 40"" Inch Smart TV,Android,Youtube,USB& HDMI PORTS+TV GUARD+FREE EXTENSION","KSh 21,990"
"Star X HD 22” Inches,LED Digital TV>>USB,HDMI PORT+INBUILT DECODER","KSh 7,999"
"Vitron 43"" Smart Android HD TV+Free F9 Bluetooth Earbuds","KSh 29,399"
"CTC 32"" Inch Smart Android Tv, Inbuild Decoder +Netflix,Youtube","KSh 15,799"
"Samsung 50” 4K CRYSTAL UHD LATEST SMART TV,VOICE CONTROL,WI-FI,4K HDR-50AU8000","KSh 84,000"
TCL Digital LED TV - With Induilt Decoder - 32D3000,"KSh 18,199"
"LG 55"" NANO86 NanoCell 4K Active HDR Smart AI ThinQ TV - Black","KSh 104,945"
"Gld 32"" Smart TV,FRAMELESS, Android,Youtube,USB,HDMI PORTS","KSh 15,599"
"Samsung 85'' QLED HDR 4K ULTRA HD SMART TV, BUILT-IN AMAZON AXELA- 85Q60A [ 2021 MODEL]","KSh 375,000"
"Hisense 75” 4K 2021 LATEST MODEL,VOICE CONTROL,WI-FI,NETFLIX,4K HDR-75A6G","KSh 170,000"
"LG 49'' 4K ULTRA HD SMART TV, 4K ACTIVE HDR, DTS VIRTUAL: X, YOU-TUBE NUM7340-BLACK","KSh 78,500"
"LG - 55""  Inch SUPER UHD 4K Smart LED TV NEW 2021 MODEL","KSh 118,999"
Hisense 43'' Smart Full HD Frameless LED TV,"KSh 39,000"
"Vision Plus 43'' FULL HD ANDROID TV, FRAMELESS, BLUETOOTH, NETFLIX VP-8843SA","KSh 37,000"
"CTC 40"" Inch Smart TV,Android,Youtube,USB& HDMI+FREE EXTENSION+TV GUARD","KSh 22,590"
"TCL 43'' 4K ULTRA HD ANDROID TV, FRAMELESS, 4K HDR, BLUETOOTH 43P617","KSh 46,000"
"Skyworth 32'' HD ANDROID TV, FRAMELESS, NETFLIX, YOU-TUBE 32E2","KSh 25,000"
"LG 43” FULL HD SMART TV, NETFLIX, YOUTUBE 43LM6370PVA","KSh 49,500"
"Sony 43'' 4K UHD ANDROID TV,VOICE SEARCH,YOUTUBE-43X8000-BLACK","KSh 68,000"
Samsung 75AU8000 - 75 Inch Class Crystal UHD 4K Smart TV (2021) - Black,"KSh 190,495"
"TCL 55'' 4K UHD ANDROID TV, CHROMECAST, BLUETOOTH, NETFLIX, WI-FI 717-BLACK","KSh 72,000"
"Gld 40"" Inch SMART Android TV,NETFLIX,YOUTUBE+FREE EXTENSION","KSh 21,999"
"Nobel 40” FRAMELESS ANDROID TV, NETFLIX, YOUTUBE, E-SHARE NB40HD","KSh 24,899"
"TCL 55” 4K QLED 2021 ANDROID TV,ALEXA VOICE,BUILT WEB CAMERA FRONT-55C725","KSh 74,799"
"Wyinix 40"" Smart Android TV Netflix, Youtube,-FREE TO AIR CHANNELS + FREE TV GUARD","KSh 22,700"
